run_timestamp,source,scan_timestamp,ticker,strategy,entry,target,stop,risk,sentiment,outcome,exit_price,pnl_pct,notes
2026-05-24 14:06:25,HISTORICAL,2026-05-01 09:00,CDNS,Volatility Compression Breakout,329.61,346.09,321.37,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:06:25,HISTORICAL,2026-05-01 09:00,STX,Volatility Compression Breakout,673.59,707.27,656.75,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:06:25,HISTORICAL,2026-05-01 09:00,BE,High Tight Flag,283.21,297.37,276.13,Medium-High,,,,,"Strong prior run, tight consolidation, volume contraction, and breakout."
2026-05-24 14:06:25,HISTORICAL,2026-05-01 09:00,GNRC,Volatility Compression Breakout,259.24,272.2,252.76,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:06:25,HISTORICAL,2026-05-01 09:00,JOBY,Volatility Compression Breakout,9.19,9.65,8.97,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:06:25,HISTORICAL,2026-05-01 09:00,MPC,Volatility Compression Breakout,248.2,260.61,241.99,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:06:25,HISTORICAL,2026-05-01 09:00,PSX,Volatility Compression Breakout,179.13,188.09,174.66,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:21:36,HISTORICAL,2026-05-02 09:00,BE,Volatility Compression Breakout,290.76,305.3,283.49,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:21:36,HISTORICAL,2026-05-02 09:00,VLO,Volatility Compression Breakout,246.86,259.2,240.69,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:33:33,HISTORICAL,2026-05-03 09:00,BE,Volatility Compression Breakout,290.76,305.3,283.49,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:33:33,HISTORICAL,2026-05-03 09:00,VLO,Volatility Compression Breakout,246.86,259.2,240.69,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:58:44,HISTORICAL,2026-05-04 09:00,BE,Volatility Compression Breakout,290.76,305.3,283.49,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 14:58:44,HISTORICAL,2026-05-04 09:00,VLO,Volatility Compression Breakout,246.86,259.2,240.69,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:00:43,HISTORICAL,2026-05-05 09:00,KLAC,Oversold Bounce,1713.32,1781.85,1661.92,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-24 15:00:43,HISTORICAL,2026-05-05 09:00,KLAC,Volatility Compression Breakout,1713.32,1798.99,1670.49,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:00:43,HISTORICAL,2026-05-05 09:00,VST,Volatility Compression Breakout,160.89,168.93,156.87,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:00:43,HISTORICAL,2026-05-05 09:00,GNRC,Volatility Compression Breakout,256.92,269.77,250.5,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:00:43,HISTORICAL,2026-05-05 09:00,MSFT,Failed Breakdown Reversal,413.71,434.4,401.3,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-24 15:00:43,HISTORICAL,2026-05-05 09:00,DDOG,Volatility Compression Breakout,146.73,154.07,143.06,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:00:43,HISTORICAL,2026-05-05 09:00,NET,Volatility Compression Breakout,224.18,235.39,218.58,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,OKLO,Volatility Compression Breakout,68.38,71.8,66.67,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,TEAM,Volatility Compression Breakout,92.46,97.08,90.15,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,MARA,Volatility Compression Breakout,12.15,12.76,11.85,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,CLSK,Volatility Compression Breakout,13.4,14.07,13.06,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,RKLB,Volatility Compression Breakout,78.79,82.73,76.82,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,DKNG,Volatility Compression Breakout,24.17,25.38,23.57,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,TTE,Volatility Compression Breakout,93.61,98.29,91.27,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:05:10,HISTORICAL,2026-05-06 09:00,PYPL,Oversold Bounce,46.48,48.34,45.09,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,AVGO,Volatility Compression Breakout,425.28,446.54,414.65,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,MRVL,Volatility Compression Breakout,172.15,180.76,167.85,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,TSM,Volatility Compression Breakout,419.44,440.41,408.95,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,AMAT,Volatility Compression Breakout,428.6,450.03,417.89,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,ALAB,Volatility Compression Breakout,213.87,224.56,208.52,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,FLNC,Volatility Compression Breakout,13.59,14.27,13.25,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,ANET,Oversold Bounce,147.05,152.93,142.64,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-24 15:08:20,HISTORICAL,2026-05-07 09:00,LUMN,Early Trend Continuation,9.82,10.31,9.57,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,PLTR,Volatility Compression Breakout,136.03,142.83,132.63,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,SMCI,Volatility Compression Breakout,32.81,34.45,31.98,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,ARM,Volatility Compression Breakout,207.86,218.25,202.66,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,CDNS,Oversold Bounce,358.02,372.34,347.28,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,ORCL,Volatility Compression Breakout,186.79,196.13,182.12,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,IMOS,Volatility Compression Breakout,53.79,56.48,52.45,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,SMR,Oversold Bounce,11.99,12.46,11.63,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,DELL,Volatility Compression Breakout,238.97,250.92,233.0,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,HPE,Volatility Compression Breakout,30.23,31.74,29.47,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,SAP,Oversold Bounce,167.23,173.92,162.21,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,TEM,Volatility Compression Breakout,46.95,49.3,45.78,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,COIN,Volatility Compression Breakout,207.68,218.06,202.49,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,MARA,Volatility Compression Breakout,12.72,13.36,12.4,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,HUT,Early Trend Continuation,107.3,112.67,104.62,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,ACHR,Volatility Compression Breakout,6.39,6.71,6.23,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-24 15:09:51,HISTORICAL,2026-05-13 09:00,LYFT,Volatility Compression Breakout,13.89,14.58,13.54,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,NET,Volatility Compression Breakout,216.32,227.14,210.91,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,OKTA,Volatility Compression Breakout,92.28,96.89,89.97,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,MDB,Volatility Compression Breakout,326.32,342.64,318.16,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,IONQ,Early Trend Continuation,63.6,66.78,62.01,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,QBTS,Early Trend Continuation,29.38,30.85,28.65,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,AFRM,Oversold Bounce,65.24,67.85,63.28,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,DKNG,Oversold Bounce,25.14,26.14,24.38,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,CVE,Failed Breakdown Reversal,30.05,31.55,29.15,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-25 13:34:07,LIVE,2026-05-25 13:34:07,SE,Volatility Compression Breakout,87.24,91.6,85.06,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,NET,Volatility Compression Breakout,216.32,227.14,210.91,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,OKTA,Volatility Compression Breakout,92.28,96.89,89.97,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,MDB,Volatility Compression Breakout,326.32,342.64,318.16,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,IONQ,Early Trend Continuation,63.6,66.78,62.01,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,QBTS,Early Trend Continuation,29.38,30.85,28.65,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,AFRM,Oversold Bounce,65.24,67.85,63.28,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,DKNG,Oversold Bounce,25.14,26.14,24.38,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,CVE,Failed Breakdown Reversal,30.05,31.55,29.15,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-25 16:26:29,LIVE,2026-05-25 16:26:29,SE,Volatility Compression Breakout,87.24,91.6,85.06,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,NET,Volatility Compression Breakout,216.32,227.14,210.91,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,OKTA,Volatility Compression Breakout,92.28,96.89,89.97,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,MDB,Volatility Compression Breakout,326.32,342.64,318.16,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,IONQ,Early Trend Continuation,63.6,66.78,62.01,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,QBTS,Early Trend Continuation,29.38,30.85,28.65,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,AFRM,Oversold Bounce,65.24,67.85,63.28,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,DKNG,Oversold Bounce,25.14,26.14,24.38,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,CVE,Failed Breakdown Reversal,30.05,31.55,29.15,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-25 18:11:19,LIVE,2026-05-25 18:11:19,SE,Volatility Compression Breakout,87.24,91.6,85.06,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,NET,Volatility Compression Breakout,216.32,227.14,210.91,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,OKTA,Volatility Compression Breakout,92.28,96.89,89.97,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,MDB,Volatility Compression Breakout,326.32,342.64,318.16,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,IONQ,Early Trend Continuation,63.6,66.78,62.01,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,QBTS,Early Trend Continuation,29.38,30.85,28.65,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,AFRM,Oversold Bounce,65.24,67.85,63.28,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,DKNG,Oversold Bounce,25.14,26.14,24.38,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,CVE,Failed Breakdown Reversal,30.05,31.55,29.15,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-25 20:11:30,LIVE,2026-05-25 20:11:30,SE,Volatility Compression Breakout,87.24,91.6,85.06,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,NET,Volatility Compression Breakout,216.32,227.14,210.91,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,OKTA,Volatility Compression Breakout,92.28,96.89,89.97,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,MDB,Volatility Compression Breakout,326.32,342.64,318.16,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,IONQ,Early Trend Continuation,63.6,66.78,62.01,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,QBTS,Early Trend Continuation,29.38,30.85,28.65,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,AFRM,Oversold Bounce,65.24,67.85,63.28,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,DKNG,Oversold Bounce,25.14,26.14,24.38,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,CVE,Failed Breakdown Reversal,30.05,31.55,29.15,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-25 21:46:36,LIVE,2026-05-25 21:46:36,SE,Volatility Compression Breakout,87.24,91.6,85.06,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-26 19:24:30,LIVE,2026-05-26 19:24:30,QBTS,Temporarily Devalued Quality,27.32,28.69,26.64,UNK,,,,,Stock has corrected meaningfully but is showing early stabilization.
2026-05-26 21:13:11,LIVE,2026-05-26 21:13:11,ARM,Volatility Compression Breakout,321.37,337.44,313.34,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-26 21:13:11,LIVE,2026-05-26 21:13:11,SMR,Dip Buy in Strong Uptrend,12.23,12.84,11.92,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-26 21:13:11,LIVE,2026-05-26 21:13:11,MSFT,Volatility Compression Breakout,416.15,436.96,405.75,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-26 21:13:11,LIVE,2026-05-26 21:13:11,BX,Failed Breakdown Reversal,118.12,124.03,114.58,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-26 21:13:11,LIVE,2026-05-26 21:13:11,MARA,Dip Buy in Strong Uptrend,14.28,14.99,13.92,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-26 21:13:11,LIVE,2026-05-26 21:13:11,HUT,Dip Buy in Strong Uptrend,112.53,118.16,109.72,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-26 21:13:11,LIVE,2026-05-26 21:13:11,SHOP,Volatility Compression Breakout,104.91,110.16,102.29,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-26 22:50:58,LIVE,2026-05-26 22:50:58,ARM,Volatility Compression Breakout,321.37,337.44,313.34,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-26 22:50:58,LIVE,2026-05-26 22:50:58,SMR,Dip Buy in Strong Uptrend,12.23,12.84,11.92,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-26 22:50:58,LIVE,2026-05-26 22:50:58,MSFT,Volatility Compression Breakout,416.15,436.96,405.75,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-26 22:50:58,LIVE,2026-05-26 22:50:58,BX,Failed Breakdown Reversal,118.12,124.03,114.58,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-26 22:50:58,LIVE,2026-05-26 22:50:58,MARA,Dip Buy in Strong Uptrend,14.28,14.99,13.92,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-26 22:50:58,LIVE,2026-05-26 22:50:58,HUT,Dip Buy in Strong Uptrend,112.53,118.16,109.72,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-26 22:50:58,LIVE,2026-05-26 22:50:58,SHOP,Volatility Compression Breakout,104.91,110.16,102.29,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-27 11:19:36,LIVE,2026-05-27 11:19:36,ARM,Volatility Compression Breakout,321.37,337.44,313.34,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-27 11:19:36,LIVE,2026-05-27 11:19:36,SMR,Dip Buy in Strong Uptrend,12.23,12.84,11.92,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-27 11:19:36,LIVE,2026-05-27 11:19:36,MSFT,Volatility Compression Breakout,416.15,436.96,405.75,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-27 11:19:36,LIVE,2026-05-27 11:19:36,BX,Failed Breakdown Reversal,118.12,124.03,114.58,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-27 11:19:36,LIVE,2026-05-27 11:19:36,MARA,Dip Buy in Strong Uptrend,14.28,14.99,13.92,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-27 11:19:36,LIVE,2026-05-27 11:19:36,HUT,Dip Buy in Strong Uptrend,112.53,118.16,109.72,Medium,,,,,Strong trend stock has pulled back and is showing a bounce.
2026-05-27 11:19:36,LIVE,2026-05-27 11:19:36,SHOP,Volatility Compression Breakout,104.91,110.16,102.29,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-27 19:29:33,LIVE,2026-05-27 19:29:33,ASTS,Early Trend Continuation,129.63,136.12,126.39,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-27 19:29:33,LIVE,2026-05-27 19:29:33,ASTS,High Tight Flag,129.63,136.12,126.39,Medium-High,,,,,"Strong prior run, tight consolidation, volume contraction, and breakout."
2026-05-27 19:29:33,LIVE,2026-05-27 19:29:33,VLO,Oversold Bounce,242.49,252.19,235.22,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-27 21:24:23,LIVE,2026-05-27 21:24:23,MU,High Tight Flag,928.41,974.83,905.2,Medium-High,,,,,"Strong prior run, tight consolidation, volume contraction, and breakout."
2026-05-27 21:24:23,LIVE,2026-05-27 21:24:23,PDD,Oversold Bounce,86.6,90.06,84.0,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-27 22:58:19,LIVE,2026-05-27 22:58:19,MU,High Tight Flag,928.41,974.83,905.2,Medium-High,,,,,"Strong prior run, tight consolidation, volume contraction, and breakout."
2026-05-27 22:58:19,LIVE,2026-05-27 22:58:19,PDD,Oversold Bounce,86.6,90.06,84.0,High,,,,,Recently oversold stock is reclaiming EMA20 with improving momentum.
2026-05-28 13:57:28,LIVE,2026-05-28 13:57:28,CRM,Failed Breakdown Reversal,179.21,188.18,173.84,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-28 13:57:28,LIVE,2026-05-28 13:57:28,IONQ,Early Trend Continuation,66.39,69.71,64.73,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-28 13:57:28,LIVE,2026-05-28 13:57:28,QBTS,Early Trend Continuation,28.08,29.48,27.38,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-28 13:57:28,LIVE,2026-05-28 13:57:28,QBTS,Volatility Compression Breakout,28.08,29.48,27.38,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-28 13:57:28,LIVE,2026-05-28 13:57:28,RGTI,Early Trend Continuation,24.81,26.05,24.19,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-28 13:57:28,LIVE,2026-05-28 13:57:28,QUBT,Early Trend Continuation,11.68,12.26,11.38,UNK,,,,,"Trend aligned, RSI healthy, volume confirmed, and momentum trigger active."
2026-05-28 13:57:28,LIVE,2026-05-28 13:57:28,HOOD,Failed Breakdown Reversal,76.38,80.2,74.09,High,,,,,"Stock broke support, reclaimed it quickly, and momentum improved."
2026-05-28 20:32:09,LIVE,2026-05-28 20:32:09,META,Volatility Compression Breakout,635.22,666.98,619.34,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-28 20:32:09,LIVE,2026-05-28 20:32:09,NET,Volatility Compression Breakout,228.2,239.61,222.49,Medium-High,,,,,"Volatility compressed, then price broke out with volume."
2026-05-28 20:32:09,LIVE,2026-05-28 20:32:09,IONQ,High Tight Flag,70.14,73.65,68.39,Medium-High,,,,,"Strong prior run, tight consolidation, volume contraction, and breakout."
